"","varnumber","varname","codevalue","valuelabel","frequency","percent"
"358",35000,"CIPCODE","13.1320","Trade and Industrial Teacher Education",90,0.03
"359",35000,"CIPCODE","13.1321","Computer Teacher Education",60,0.02
"360",35000,"CIPCODE","13.1322","Biology Teacher Education",409,0.14
"361",35000,"CIPCODE","13.1323","Chemistry Teacher Education",280,0.09
"362",35000,"CIPCODE","13.1324","Drama and Dance Teacher Education",108,0.04
"363",35000,"CIPCODE","13.1325","French Language Teacher Education",140,0.05
"364",35000,"CIPCODE","13.1326","German Language Teacher Education",60,0.02
"365",35000,"CIPCODE","13.1327","Health Occupations Teacher Education",22,0.01
"366",35000,"CIPCODE","13.1328","History Teacher Education",259,0.09
"367",35000,"CIPCODE","13.1329","Physics Teacher Education",176,0.06
"368",35000,"CIPCODE","13.1330","Spanish Language Teacher Education",300,0.1
"369",35000,"CIPCODE","13.1331","Speech Teacher Education",49,0.02
"370",35000,"CIPCODE","13.1332","Geography Teacher Education",13,0
"371",35000,"CIPCODE","13.1333","Latin Teacher Education",16,0.01
"372",35000,"CIPCODE","13.1334","School Librarian/School Library Media Specialist",51,0.02
"373",35000,"CIPCODE","13.1335","Psychology Teacher Education",23,0.01
"374",35000,"CIPCODE","13.1337","Earth Science Teacher Education",81,0.03
"375",35000,"CIPCODE","13.1338","Environmental Education",22,0.01
"376",35000,"CIPCODE","13.1339","Communication Arts and Literature Teacher Education",3,0
"377",35000,"CIPCODE","13.1399","Teacher Education and Professional Development, Specific Subject Areas, Other",267,0.09
"378",35000,"CIPCODE","13.1401","Teaching English as a Second or Foreign Language/ESL Language Instructor",709,0.24
"379",35000,"CIPCODE","13.1499","Teaching English or French as a Second or Foreign Language, Other",10,0
"380",35000,"CIPCODE","13.1501","Teacher Assistant/Aide",275,0.09
"381",35000,"CIPCODE","13.1502","Adult Literacy Tutor/Instructor",9,0
"382",35000,"CIPCODE","13.1599","Teaching Assistants/Aides, Other",6,0
"383",35000,"CIPCODE","13.9999","Education, Other",472,0.16
"384",35000,"CIPCODE","14.0101","Engineering, General",661,0.22
"385",35000,"CIPCODE","14.0102","Pre-Engineering",261,0.09
"386",35000,"CIPCODE","14.0103","Applied Engineering",15,0.01
"387",35000,"CIPCODE","14.0201","Aerospace, Aeronautical, and Astronautical/Space Engineering, General",217,0.07
"388",35000,"CIPCODE","14.0202","Astronautical Engineering",1,0
"389",35000,"CIPCODE","14.0301","Agricultural Engineering",107,0.04
"390",35000,"CIPCODE","14.0401","Architectural Engineering",52,0.02
"391",35000,"CIPCODE","14.0501","Bioengineering and Biomedical Engineering",537,0.18
"392",35000,"CIPCODE","14.0601","Ceramic Sciences and Engineering",14,0
"393",35000,"CIPCODE","14.0701","Chemical Engineering",469,0.16
"394",35000,"CIPCODE","14.0702","Chemical and Biomolecular Engineering",37,0.01
"395",35000,"CIPCODE","14.0799","Chemical Engineering, Other",4,0
"396",35000,"CIPCODE","14.0801","Civil Engineering, General",679,0.23
"397",35000,"CIPCODE","14.0802","Geotechnical and Geoenvironmental Engineering",12,0
"398",35000,"CIPCODE","14.0803","Structural Engineering",35,0.01
"399",35000,"CIPCODE","14.0804","Transportation and Highway Engineering",37,0.01
"400",35000,"CIPCODE","14.0805","Water Resources Engineering",20,0.01
"401",35000,"CIPCODE","14.0899","Civil Engineering, Other",27,0.01
"402",35000,"CIPCODE","14.0901","Computer Engineering, General",542,0.18
"403",35000,"CIPCODE","14.0902","Computer Hardware Engineering",17,0.01
"404",35000,"CIPCODE","14.0903","Computer Software Engineering",216,0.07
"405",35000,"CIPCODE","14.0999","Computer Engineering, Other",27,0.01
"406",35000,"CIPCODE","14.1001","Electrical and Electronics Engineering",932,0.31
"407",35000,"CIPCODE","14.1003","Laser and Optical Engineering",11,0
"408",35000,"CIPCODE","14.1004","Telecommunications Engineering",23,0.01
"409",35000,"CIPCODE","14.1099","Electrical, Electronics, and Communications Engineering, Other",32,0.01
"410",35000,"CIPCODE","14.1101","Engineering Mechanics",48,0.02
"411",35000,"CIPCODE","14.1201","Engineering Physics/Applied Physics",182,0.06
"412",35000,"CIPCODE","14.1301","Engineering Science",136,0.05
"413",35000,"CIPCODE","14.1401","Environmental/Environmental Health Engineering",284,0.1
"414",35000,"CIPCODE","14.1801","Materials Engineering",258,0.09
"415",35000,"CIPCODE","14.1901","Mechanical Engineering",903,0.3
"416",35000,"CIPCODE","14.2001","Metallurgical Engineering",28,0.01
"417",35000,"CIPCODE","14.2101","Mining and Mineral Engineering",46,0.02
"418",35000,"CIPCODE","14.2201","Naval Architecture and Marine Engineering",21,0.01
"419",35000,"CIPCODE","14.2301","Nuclear Engineering",101,0.03
"420",35000,"CIPCODE","14.2401","Ocean Engineering",33,0.01
"421",35000,"CIPCODE","14.2501","Petroleum Engineering",78,0.03
"422",35000,"CIPCODE","14.2701","Systems Engineering",197,0.07
"423",35000,"CIPCODE","14.2801","Textile Sciences and Engineering",11,0
"424",35000,"CIPCODE","14.3201","Polymer/Plastics Engineering",36,0.01
"425",35000,"CIPCODE","14.3301","Construction Engineering",67,0.02
"426",35000,"CIPCODE","14.3401","Forest Engineering",5,0
"427",35000,"CIPCODE","14.3501","Industrial Engineering",321,0.11
"428",35000,"CIPCODE","14.3601","Manufacturing Engineering",117,0.04
"429",35000,"CIPCODE","14.3701","Operations Research",73,0.02
"430",35000,"CIPCODE","14.3801","Surveying Engineering",29,0.01
"431",35000,"CIPCODE","14.3901","Geological/Geophysical Engineering",47,0.02
"432",35000,"CIPCODE","14.4001","Paper Science and Engineering",9,0
"433",35000,"CIPCODE","14.4101","Electromechanical Engineering",8,0
"434",35000,"CIPCODE","14.4201","Mechatronics, Robotics, and Automation Engineering",128,0.04
"435",35000,"CIPCODE","14.4301","Biochemical Engineering",11,0
"436",35000,"CIPCODE","14.4401","Engineering Chemistry",3,0
"437",35000,"CIPCODE","14.4501","Biological/Biosystems Engineering",38,0.01
"438",35000,"CIPCODE","14.4701","Electrical and Computer Engineering",49,0.02
"439",35000,"CIPCODE","14.4801","Energy Systems Engineering, General",14,0
"440",35000,"CIPCODE","14.4802","Power Plant Engineering",1,0
"441",35000,"CIPCODE","14.9999","Engineering, Other",249,0.08
"442",35000,"CIPCODE","15.0000","Engineering Technologies/Technicians, General",373,0.13
"443",35000,"CIPCODE","15.0001","Applied Engineering Technologies/Technicians",16,0.01
"444",35000,"CIPCODE","15.0101","Architectural Engineering Technologies/Technicians",146,0.05
"445",35000,"CIPCODE","15.0201","Civil Engineering Technologies/Technicians",217,0.07
"446",35000,"CIPCODE","15.0303","Electrical, Electronic, and Communications Engineering Technology/Technician",797,0.27
"447",35000,"CIPCODE","15.0304","Laser and Optical Technology/Technician",44,0.01
"448",35000,"CIPCODE","15.0305","Telecommunications Technology/Technician",81,0.03
"449",35000,"CIPCODE","15.0307","Audio Engineering Technology/Technician",6,0
"450",35000,"CIPCODE","15.0399","Electrical/Electronic Engineering Technologies/Technicians, Other",132,0.04
"451",35000,"CIPCODE","15.0401","Biomedical Technology/Technician",172,0.06
"452",35000,"CIPCODE","15.0403","Electromechanical/Electromechanical Engineering Technology/Technician",229,0.08
"453",35000,"CIPCODE","15.0404","Instrumentation Technology/Technician",140,0.05
"454",35000,"CIPCODE","15.0405","Robotics Technology/Technician",96,0.03
"455",35000,"CIPCODE","15.0406","Automation Engineer Technology/Technician",138,0.05
"456",35000,"CIPCODE","15.0407","Mechatronics, Robotics, and Automation Engineering Technology/Technician",67,0.02
"457",35000,"CIPCODE","15.0499","Electromechanical Technologies/Technicians, Other",191,0.06
"458",35000,"CIPCODE","15.0501","Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician",293,0.1
"459",35000,"CIPCODE","15.0506","Water Quality and Wastewater Treatment Management and Recycling Technology/Technician",131,0.04
"460",35000,"CIPCODE","15.0507","Environmental/Environmental Engineering Technology/Technician",100,0.03
"461",35000,"CIPCODE","15.0508","Hazardous Materials Management and Waste Technology/Technician",43,0.01
"462",35000,"CIPCODE","15.0599","Environmental Control Technologies/Technicians, Other",41,0.01
"463",35000,"CIPCODE","15.0607","Plastics and Polymer Engineering Technology/Technician",65,0.02
"464",35000,"CIPCODE","15.0611","Metallurgical Technology/Technician",12,0
"465",35000,"CIPCODE","15.0612","Industrial Technology/Technician",331,0.11
"466",35000,"CIPCODE","15.0613","Manufacturing Engineering Technology/Technician",628,0.21
"467",35000,"CIPCODE","15.0614","Welding Engineering Technology/Technician",39,0.01
"468",35000,"CIPCODE","15.0615","Chemical Engineering Technology/Technician",9,0
"469",35000,"CIPCODE","15.0616","Semiconductor Manufacturing Technology/Technician",4,0
"470",35000,"CIPCODE","15.0617","Composite Materials Technology/Technician",6,0
"471",35000,"CIPCODE","15.0699","Industrial Production Technologies/Technicians, Other",152,0.05
"472",35000,"CIPCODE","15.0701","Occupational Safety and Health Technology/Technician",149,0.05
"473",35000,"CIPCODE","15.0702","Quality Control Technology/Technician",86,0.03
"474",35000,"CIPCODE","15.0703","Industrial Safety Technology/Technician",36,0.01
"475",35000,"CIPCODE","15.0704","Hazardous Materials Information Systems Technology/Technician",1,0
"476",35000,"CIPCODE","15.0799","Quality Control and Safety Technologies/Technicians, Other",21,0.01
"477",35000,"CIPCODE","15.0801","Aeronautical/Aerospace Engineering Technology/Technician",58,0.02
"478",35000,"CIPCODE","15.0803","Automotive Engineering Technology/Technician",91,0.03
"479",35000,"CIPCODE","15.0805","Mechanical/Mechanical Engineering Technology/Technician",349,0.12
"480",35000,"CIPCODE","15.0806","Marine Engineering Technology/Technician",3,0
"481",35000,"CIPCODE","15.0899","Mechanical Engineering Related Technologies/Technicians, Other",35,0.01
"482",35000,"CIPCODE","15.0901","Mining Technology/Technician",15,0.01
"483",35000,"CIPCODE","15.0903","Petroleum Technology/Technician",64,0.02
"484",35000,"CIPCODE","15.0999","Mining and Petroleum Technologies/Technicians, Other",2,0
"485",35000,"CIPCODE","15.1001","Construction Engineering Technology/Technician",237,0.08
"486",35000,"CIPCODE","15.1102","Surveying Technology/Surveying",167,0.06
"487",35000,"CIPCODE","15.1103","Hydraulics and Fluid Power Technology/Technician",23,0.01
"488",35000,"CIPCODE","15.1199","Engineering-Related Technologies/Technicians, Other",11,0
"489",35000,"CIPCODE","15.1201","Computer Engineering Technology/Technician",172,0.06
"490",35000,"CIPCODE","15.1202","Computer/Computer Systems Technology/Technician",186,0.06
"491",35000,"CIPCODE","15.1203","Computer Hardware Technology/Technician",9,0
"492",35000,"CIPCODE","15.1204","Computer Software Technology/Technician",37,0.01
"493",35000,"CIPCODE","15.1299","Computer Engineering Technologies/Technicians, Other",14,0
"494",35000,"CIPCODE","15.1301","Drafting and Design Technology/Technician, General",581,0.2
"495",35000,"CIPCODE","15.1302","CAD/CADD Drafting and/or Design Technology/Technician",369,0.12
"496",35000,"CIPCODE","15.1303","Architectural Drafting and Architectural CAD/CADD",221,0.07
"497",35000,"CIPCODE","15.1304","Civil Drafting and Civil Engineering CAD/CADD",43,0.01
"498",35000,"CIPCODE","15.1305","Electrical/Electronics Drafting and Electrical/Electronics CAD/CADD",20,0.01
"499",35000,"CIPCODE","15.1306","Mechanical Drafting and Mechanical Drafting CAD/CADD",231,0.08
"500",35000,"CIPCODE","15.1307","3-D Modeling and Design Technology/Technician",10,0
"501",35000,"CIPCODE","15.1399","Drafting/Design Engineering Technologies/Technicians, Other",17,0.01
"502",35000,"CIPCODE","15.1401","Nuclear Engineering Technology/Technician",21,0.01
"503",35000,"CIPCODE","15.1501","Engineering/Industrial Management",293,0.1
"504",35000,"CIPCODE","15.1502","Engineering Design",13,0
"505",35000,"CIPCODE","15.1503","Packaging Science",19,0.01
"506",35000,"CIPCODE","15.1599","Engineering-Related Fields, Other",13,0
"507",35000,"CIPCODE","15.1601","Nanotechnology",48,0.02
"508",35000,"CIPCODE","15.1701","Energy Systems Technology/Technician",256,0.09
"509",35000,"CIPCODE","15.1702","Power Plant Technology/Technician",12,0
"510",35000,"CIPCODE","15.1703","Solar Energy Technology/Technician",78,0.03
"511",35000,"CIPCODE","15.1704","Wind Energy Technology/Technician",12,0
"512",35000,"CIPCODE","15.1706","Geothermal Energy Technology/Technician",3,0
"513",35000,"CIPCODE","15.1799","Energy Systems Technologies/Technicians, Other",1,0
"514",35000,"CIPCODE","15.9999","Engineering/Engineering-Related Technologies/Technicians, Other",182,0.06
"515",35000,"CIPCODE","16.0101","Foreign Languages and Literatures, General",427,0.14
"516",35000,"CIPCODE","16.0102","Linguistics",418,0.14
"517",35000,"CIPCODE","16.0103","Language Interpretation and Translation",141,0.05
"518",35000,"CIPCODE","16.0104","Comparative Literature",232,0.08
"519",35000,"CIPCODE","16.0105","Applied Linguistics",38,0.01
"520",35000,"CIPCODE","16.0199","Linguistic, Comparative, and Related Language Studies and Services, Other",41,0.01
"521",35000,"CIPCODE","16.0201","African Languages, Literatures, and Linguistics",5,0
"522",35000,"CIPCODE","16.0300","East Asian Languages, Literatures, and Linguistics, General",50,0.02
"523",35000,"CIPCODE","16.0301","Chinese Language and Literature",218,0.07
"524",35000,"CIPCODE","16.0302","Japanese Language and Literature",229,0.08
"525",35000,"CIPCODE","16.0303","Korean Language and Literature",28,0.01
"526",35000,"CIPCODE","16.0399","East Asian Languages, Literatures, and Linguistics, Other",25,0.01
"527",35000,"CIPCODE","16.0400","Slavic Languages, Literatures, and Linguistics, General",69,0.02
"528",35000,"CIPCODE","16.0402","Russian Language and Literature",210,0.07
"529",35000,"CIPCODE","16.0407","Polish Language and Literature",6,0
"530",35000,"CIPCODE","16.0408","Bosnian, Serbian, and Croatian Languages and Literatures",1,0
"531",35000,"CIPCODE","16.0500","Germanic Languages, Literatures, and Linguistics, General",54,0.02
"532",35000,"CIPCODE","16.0501","German Language and Literature",623,0.21
"533",35000,"CIPCODE","16.0502","Scandinavian Languages, Literatures, and Linguistics",15,0.01
"534",35000,"CIPCODE","16.0503","Danish Language and Literature",1,0
"535",35000,"CIPCODE","16.0504","Dutch/Flemish Language and Literature",2,0
"536",35000,"CIPCODE","16.0505","Norwegian Language and Literature",7,0
"537",35000,"CIPCODE","16.0506","Swedish Language and Literature",3,0
"538",35000,"CIPCODE","16.0599","Germanic Languages, Literatures, and Linguistics, Other",5,0
"539",35000,"CIPCODE","16.0601","Modern Greek Language and Literature",7,0
"540",35000,"CIPCODE","16.0700","South Asian Languages, Literatures, and Linguistics, General",4,0
"541",35000,"CIPCODE","16.0701","Hindi Language and Literature",1,0
"542",35000,"CIPCODE","16.0702","Sanskrit and Classical Indian Languages, Literatures, and Linguistics",3,0
"543",35000,"CIPCODE","16.0801","Iranian Languages, Literatures, and Linguistics",7,0
"544",35000,"CIPCODE","16.0900","Romance Languages, Literatures, and Linguistics, General",80,0.03
"545",35000,"CIPCODE","16.0901","French Language and Literature",1015,0.34
"546",35000,"CIPCODE","16.0902","Italian Language and Literature",230,0.08
"547",35000,"CIPCODE","16.0904","Portuguese Language and Literature",59,0.02
"548",35000,"CIPCODE","16.0905","Spanish Language and Literature",1777,0.6
"549",35000,"CIPCODE","16.0908","Hispanic and Latin American Languages, Literatures, and Linguistics, General",56,0.02
"550",35000,"CIPCODE","16.0999","Romance Languages, Literatures, and Linguistics, Other",33,0.01
"551",35000,"CIPCODE","16.1001","American Indian/Native American Languages, Literatures, and Linguistics",27,0.01
"552",35000,"CIPCODE","16.1100","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General",18,0.01
"553",35000,"CIPCODE","16.1101","Arabic Language and Literature",97,0.03
"554",35000,"CIPCODE","16.1102","Hebrew Language and Literature",26,0.01
"555",35000,"CIPCODE","16.1103","Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics",31,0.01
"556",35000,"CIPCODE","16.1199","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other",32,0.01
"557",35000,"CIPCODE","16.1200","Classics and Classical Languages, Literatures, and Linguistics, General",482,0.16
"558",35000,"CIPCODE","16.1202","Ancient/Classical Greek Language and Literature",71,0.02
"559",35000,"CIPCODE","16.1203","Latin Language and Literature",108,0.04
"560",35000,"CIPCODE","16.1299","Classics and Classical Languages, Literatures, and Linguistics, Other",40,0.01
"561",35000,"CIPCODE","16.1301","Celtic Languages, Literatures, and Linguistics",5,0
"562",35000,"CIPCODE","16.1401","Australian/Oceanic/Pacific Languages, Literatures, and Linguistics",1,0
"563",35000,"CIPCODE","16.1402","Indonesian/Malay Languages and Literatures",1,0
"564",35000,"CIPCODE","16.1404","Filipino/Tagalog Language and Literature",2,0
"565",35000,"CIPCODE","16.1407","Thai Language and Literature",1,0
"566",35000,"CIPCODE","16.1408","Vietnamese Language and Literature",1,0
"567",35000,"CIPCODE","16.1409","Hawaiian Language and Literature",3,0
"568",35000,"CIPCODE","16.1499","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics, Other",1,0
"569",35000,"CIPCODE","16.1501","Turkish Language and Literature",4,0
"570",35000,"CIPCODE","16.1502","Uralic Languages, Literatures, and Linguistics",1,0
"571",35000,"CIPCODE","16.1601","American Sign Language (ASL)",127,0.04
"572",35000,"CIPCODE","16.1602","Linguistics of ASL and Other Sign Languages",3,0
"573",35000,"CIPCODE","16.1603","Sign Language Interpretation and Translation",231,0.08
"574",35000,"CIPCODE","16.1699","American Sign Language, Other",4,0
"575",35000,"CIPCODE","16.1701","English as a Second Language",14,0
"576",35000,"CIPCODE","16.9999","Foreign Languages, Literatures, and Linguistics, Other",98,0.03
"577",35000,"CIPCODE","19.0101","Family and Consumer Sciences/Human Sciences, General",178,0.06
"578",35000,"CIPCODE","19.0201","Business Family and Consumer Sciences/Human Sciences",10,0
"579",35000,"CIPCODE","19.0202","Family and Consumer Sciences/Human Sciences Communication",3,0
"580",35000,"CIPCODE","19.0203","Consumer Merchandising/Retailing Management",25,0.01
"581",35000,"CIPCODE","19.0401","Family Resource Management Studies, General",33,0.01
"582",35000,"CIPCODE","19.0402","Consumer Economics",10,0
"583",35000,"CIPCODE","19.0403","Consumer Services and Advocacy",5,0
"584",35000,"CIPCODE","19.0499","Family and Consumer Economics and Related Services, Other",8,0
"585",35000,"CIPCODE","19.0501","Foods, Nutrition, and Wellness Studies, General",248,0.08
"586",35000,"CIPCODE","19.0504","Human Nutrition",92,0.03
"587",35000,"CIPCODE","19.0505","Foodservice Systems Administration/Management",68,0.02
"588",35000,"CIPCODE","19.0599","Foods, Nutrition, and Related Services, Other",20,0.01
"589",35000,"CIPCODE","19.0601","Housing and Human Environments, General",26,0.01
"590",35000,"CIPCODE","19.0604","Facilities Planning and Management",14,0
"591",35000,"CIPCODE","19.0699","Housing and Human Environments, Other",6,0
"592",35000,"CIPCODE","19.0701","Human Development and Family Studies, General",321,0.11
"593",35000,"CIPCODE","19.0702","Adult Development and Aging",96,0.03
"594",35000,"CIPCODE","19.0704","Family Systems",49,0.02
"595",35000,"CIPCODE","19.0706","Child Development",369,0.12
"596",35000,"CIPCODE","19.0707","Family and Community Services",120,0.04
"597",35000,"CIPCODE","19.0708","Child Care and Support Services Management",430,0.15
"598",35000,"CIPCODE","19.0709","Child Care Provider/Assistant",901,0.3
"599",35000,"CIPCODE","19.0710","Developmental Services Worker",15,0.01
"600",35000,"CIPCODE","19.0711","Early Childhood and Family Studies",20,0.01
"601",35000,"CIPCODE","19.0799","Human Development, Family Studies, and Related Services, Other",50,0.02
"602",35000,"CIPCODE","19.0901","Apparel and Textiles, General",137,0.05
"603",35000,"CIPCODE","19.0902","Apparel and Textile Manufacture",45,0.02
"604",35000,"CIPCODE","19.0904","Textile Science",2,0
"605",35000,"CIPCODE","19.0905","Apparel and Textile Marketing Management",92,0.03
"606",35000,"CIPCODE","19.0906","Fashion and Fabric Consultant",7,0
"607",35000,"CIPCODE","19.0999","Apparel and Textiles, Other",5,0
"608",35000,"CIPCODE","19.1001","Work and Family Studies",2,0
"609",35000,"CIPCODE","19.9999","Family and Consumer Sciences/Human Sciences, Other",13,0
"610",35000,"CIPCODE","22.0000","Legal Studies",251,0.08
"611",35000,"CIPCODE","22.0001","Pre-Law Studies",101,0.03
"612",35000,"CIPCODE","22.0099","Non-Professional Legal Studies, Other",6,0
"613",35000,"CIPCODE","22.0101","Law",226,0.08
"614",35000,"CIPCODE","22.0201","Advanced Legal Research/Studies, General",114,0.04
"615",35000,"CIPCODE","22.0202","Programs for Foreign Lawyers",58,0.02
"616",35000,"CIPCODE","22.0203","American/U.S. Law/Legal Studies/Jurisprudence",62,0.02
"617",35000,"CIPCODE","22.0205","Banking, Corporate, Finance, and Securities Law",33,0.01
"618",35000,"CIPCODE","22.0206","Comparative Law",9,0
"619",35000,"CIPCODE","22.0207","Energy, Environment, and Natural Resources Law",35,0.01
"620",35000,"CIPCODE","22.0208","Health Law",30,0.01
"621",35000,"CIPCODE","22.0209","International Law and Legal Studies",38,0.01
"622",35000,"CIPCODE","22.0210","International Business, Trade, and Tax Law",17,0.01
"623",35000,"CIPCODE","22.0211","Tax Law/Taxation",42,0.01
"624",35000,"CIPCODE","22.0212","Intellectual Property Law",23,0.01
"625",35000,"CIPCODE","22.0213","Patent Law",1,0
"626",35000,"CIPCODE","22.0214","Agriculture Law",1,0
"627",35000,"CIPCODE","22.0216","Compliance Law",3,0
"628",35000,"CIPCODE","22.0217","Criminal Law and Procedure",2,0
"629",35000,"CIPCODE","22.0220","Human Resources Law",1,0
"630",35000,"CIPCODE","22.0222","Real Estate and Land Development Law",1,0
"631",35000,"CIPCODE","22.0224","Tribal/Indigenous Law",7,0
"632",35000,"CIPCODE","22.0299","Legal Research and Advanced Professional Studies, Other",75,0.03
"633",35000,"CIPCODE","22.0301","Legal Administrative Assistant/Secretary",176,0.06
"634",35000,"CIPCODE","22.0302","Legal Assistant/Paralegal",981,0.33
"635",35000,"CIPCODE","22.0303","Court Reporting and Captioning/Court Reporter",82,0.03
"636",35000,"CIPCODE","22.0305","Scopist",1,0
"637",35000,"CIPCODE","22.0399","Legal Support Services, Other",11,0
"638",35000,"CIPCODE","22.9999","Legal Professions and Studies, Other",130,0.04
"639",35000,"CIPCODE","23.0101","English Language and Literature, General",2714,0.92
"640",35000,"CIPCODE","23.1301","Writing, General",181,0.06
"641",35000,"CIPCODE","23.1302","Creative Writing",704,0.24
"642",35000,"CIPCODE","23.1303","Professional, Technical, Business, and Scientific Writing",310,0.1
"643",35000,"CIPCODE","23.1304","Rhetoric and Composition",206,0.07
"644",35000,"CIPCODE","23.1399","Rhetoric and Composition/Writing Studies, Other",30,0.01
"645",35000,"CIPCODE","23.1401","General Literature",97,0.03
"646",35000,"CIPCODE","23.1402","American Literature (United States)",12,0
"647",35000,"CIPCODE","23.1404","English Literature (British and Commonwealth)",22,0.01
"648",35000,"CIPCODE","23.1405","Children's and Adolescent Literature",11,0
"649",35000,"CIPCODE","23.1499","Literature, Other",11,0
"650",35000,"CIPCODE","23.9999","English Language and Literature/Letters, Other",122,0.04
"651",35000,"CIPCODE","24.0101","Liberal Arts and Sciences/Liberal Studies",2284,0.77
"652",35000,"CIPCODE","24.0102","General Studies",1317,0.44
"653",35000,"CIPCODE","24.0103","Humanities/Humanistic Studies",603,0.2
"654",35000,"CIPCODE","24.0199","Liberal Arts and Sciences, General Studies and Humanities, Other",586,0.2
"655",35000,"CIPCODE","25.0101","Library and Information Science",139,0.05
"656",35000,"CIPCODE","25.0102","Children and Youth Library Services",7,0
"657",35000,"CIPCODE","25.0103","Archives/Archival Administration",19,0.01
"658",35000,"CIPCODE","25.0301","Library and Archives Assisting",67,0.02
"659",35000,"CIPCODE","25.9999","Library Science, Other",23,0.01
"660",35000,"CIPCODE","26.0101","Biology/Biological Sciences, General",2767,0.93
"661",35000,"CIPCODE","26.0102","Biomedical Sciences, General",417,0.14
"662",35000,"CIPCODE","26.0202","Biochemistry",903,0.3
"663",35000,"CIPCODE","26.0203","Biophysics",125,0.04
"664",35000,"CIPCODE","26.0204","Molecular Biology",165,0.06
"665",35000,"CIPCODE","26.0205","Molecular Biochemistry",37,0.01
"666",35000,"CIPCODE","26.0206","Molecular Biophysics",9,0
"667",35000,"CIPCODE","26.0207","Structural Biology",10,0
"668",35000,"CIPCODE","26.0209","Radiation Biology/Radiobiology",9,0
"669",35000,"CIPCODE","26.0210","Biochemistry and Molecular Biology",169,0.06
"670",35000,"CIPCODE","26.0299","Biochemistry, Biophysics and Molecular Biology, Other",30,0.01
"671",35000,"CIPCODE","26.0301","Botany/Plant Biology",123,0.04
"672",35000,"CIPCODE","26.0305","Plant Pathology/Phytopathology",53,0.02
"673",35000,"CIPCODE","26.0307","Plant Physiology",8,0
"674",35000,"CIPCODE","26.0308","Plant Molecular Biology",7,0
"675",35000,"CIPCODE","26.0399","Botany/Plant Biology, Other",13,0
"676",35000,"CIPCODE","26.0401","Cell/Cellular Biology and Histology",66,0.02
"677",35000,"CIPCODE","26.0403","Anatomy",78,0.03
"678",35000,"CIPCODE","26.0404","Developmental Biology and Embryology",18,0.01
"679",35000,"CIPCODE","26.0406","Cell/Cellular and Molecular Biology",208,0.07
"680",35000,"CIPCODE","26.0407","Cell Biology and Anatomy",30,0.01
"681",35000,"CIPCODE","26.0499","Cell/Cellular Biology and Anatomical Sciences, Other",42,0.01
"682",35000,"CIPCODE","26.0502","Microbiology, General",238,0.08
"683",35000,"CIPCODE","26.0503","Medical Microbiology and Bacteriology",86,0.03
"684",35000,"CIPCODE","26.0504","Virology",7,0
"685",35000,"CIPCODE","26.0505","Parasitology",5,0
"686",35000,"CIPCODE","26.0507","Immunology",57,0.02
"687",35000,"CIPCODE","26.0508","Microbiology and Immunology",57,0.02
"688",35000,"CIPCODE","26.0509","Infectious Disease and Global Health",3,0
"689",35000,"CIPCODE","26.0599","Microbiological Sciences and Immunology, Other",33,0.01
"690",35000,"CIPCODE","26.0701","Zoology/Animal Biology",110,0.04
"691",35000,"CIPCODE","26.0702","Entomology",99,0.03
"692",35000,"CIPCODE","26.0707","Animal Physiology",31,0.01
"693",35000,"CIPCODE","26.0708","Animal Behavior and Ethology",21,0.01
"694",35000,"CIPCODE","26.0709","Wildlife Biology",41,0.01
"695",35000,"CIPCODE","26.0799","Zoology/Animal Biology, Other",7,0
"696",35000,"CIPCODE","26.0801","Genetics, General",75,0.03
"697",35000,"CIPCODE","26.0802","Molecular Genetics",38,0.01
"698",35000,"CIPCODE","26.0804","Animal Genetics",12,0
"699",35000,"CIPCODE","26.0805","Plant Genetics",6,0
"700",35000,"CIPCODE","26.0806","Human/Medical Genetics",55,0.02
"701",35000,"CIPCODE","26.0807","Genome Sciences/Genomics",33,0.01
"702",35000,"CIPCODE","26.0899","Genetics, Other",6,0
"703",35000,"CIPCODE","26.0901","Physiology, General",146,0.05
"704",35000,"CIPCODE","26.0902","Molecular Physiology",13,0
"705",35000,"CIPCODE","26.0903","Cell Physiology",12,0
"706",35000,"CIPCODE","26.0904","Endocrinology",4,0
"707",35000,"CIPCODE","26.0905","Reproductive Biology",7,0
"708",35000,"CIPCODE","26.0907","Cardiovascular Science",8,0
"709",35000,"CIPCODE","26.0908","Exercise Physiology and Kinesiology",189,0.06
"710",35000,"CIPCODE","26.0909","Vision Science/Physiological Optics",24,0.01
"711",35000,"CIPCODE","26.0910","Pathology/Experimental Pathology",92,0.03
"712",35000,"CIPCODE","26.0911","Oncology and Cancer Biology",47,0.02
"713",35000,"CIPCODE","26.0912","Aerospace Physiology and Medicine",1,0
"714",35000,"CIPCODE","26.0913","Biomechanics",3,0
"715",35000,"CIPCODE","26.0999","Physiology, Pathology, and Related Sciences, Other",19,0.01
"716",35000,"CIPCODE","26.1001","Pharmacology",127,0.04
"717",35000,"CIPCODE","26.1002","Molecular Pharmacology",28,0.01
"718",35000,"CIPCODE","26.1003","Neuropharmacology",1,0
